,Zipcode,City,State,Latitude,Longitude
31772,92703,santa ana,ca,33.747067,-117.90433
31773,92704,santa ana,ca,33.724167,-117.90623000000001
31774,92705,santa ana,ca,33.754,-117.7919
31777,92706,santa ana,ca,33.765916,-117.88139
31778,92707,santa ana,ca,33.7086,-117.8701
31779,92708,fountain valley,ca,33.70918,-117.95367
31782,92711,santa ana,ca,33.7669,-117.8043
31783,92712,santa ana,ca,33.7496,-117.875
31784,92725,santa ana,ca,33.74557,-117.86783
31785,92728,fountain valley,ca,33.714,-117.9284
31788,92735,santa ana,ca,33.7188,-117.8546
31789,92799,santa ana,ca,33.7205,-117.9098
31790,90670,santa fe springs,ca,33.94724,-118.08535
31792,90671,santa fe springs,ca,33.786594,-118.29866200000001
31794,90740,seal beach,ca,33.759283,-118.08238999999999
31795,92676,silverado,ca,33.74613,-117.63699
31796,90680,stanton,ca,33.80252,-117.99312
31797,90742,sunset beach,ca,33.71641,-118.06895
31798,90743,surfside,ca,33.7278,-118.08229
31799,91780,temple city,ca,34.10723,-118.05785
31800,90501,torrance,ca,33.828765999999995,-118.31367
31801,90502,torrance,ca,33.8286,-118.292
31802,90503,torrance,ca,33.840264000000005,-118.35587
31803,90504,torrance,ca,33.870414000000004,-118.33065
31804,90505,torrance,ca,33.810848,-118.35096000000001
31805,90506,torrance,ca,33.786594,-118.29866200000001
31806,90507,torrance,ca,33.786594,-118.29866200000001
31807,90508,torrance,ca,33.786594,-118.29866200000001
31808,90509,torrance,ca,33.786594,-118.29866200000001
31809,90510,torrance,ca,33.786594,-118.29866200000001
31810,92610,foothill ranch,ca,33.68641,-117.66088
31813,92678,trabuco canyon,ca,33.66092,-117.5853
31815,92679,trabuco canyon,ca,33.639227000000005,-117.58518000000001
31823,92688,rancho santa margarita,ca,33.64086,-117.6031
31827,92780,tustin,ca,33.74585,-117.82617
31828,92781,tustin,ca,33.7369,-117.8181
31829,92782,tustin,ca,33.739571000000005,-117.78618
31830,91784,upland,ca,34.138575,-117.66356
31831,91785,upland,ca,34.09751,-117.64839
31832,91786,upland,ca,34.09751,-117.64839
31833,91788,walnut,ca,33.786594,-118.29866200000001
31834,91789,walnut,ca,34.018361,-117.85438
31838,91795,walnut,ca,33.786594,-118.29866200000001
31839,91790,west covina,ca,34.06862,-117.93895
31840,91791,west covina,ca,34.063645,-117.89743
31841,91792,west covina,ca,34.020711,-117.89931999999999
31842,91793,west covina,ca,33.786594,-118.29866200000001
31843,92655,midway city,ca,33.74474,-117.98923
31844,92683,westminster,ca,33.751418,-117.99391999999999
31845,92684,westminster,ca,33.75918,-118.00673
31846,92685,westminster,ca,33.7528,-117.9951
31847,90601,whittier,ca,34.002333,-118.03562
31851,90602,whittier,ca,33.967562,-118.03383999999998
31852,90603,whittier,ca,33.941363,-117.99476999999999
31853,90604,whittier,ca,33.929163,-118.009
31854,90605,whittier,ca,33.945413,-118.03362
31855,90606,whittier,ca,33.978312,-118.06778
31857,90607,whittier,ca,33.786594,-118.29866200000001
31858,90608,whittier,ca,33.786594,-118.29866200000001
31859,90609,whittier,ca,33.786594,-118.29866200000001
31860,90610,whittier,ca,33.786594,-118.29866200000001
31862,90744,wilmington,ca,33.78002,-118.26257
31863,90748,wilmington,ca,33.786594,-118.29866200000001
31864,92885,yorba linda,ca,33.8911,-117.8222
31865,92886,yorba linda,ca,33.88863,-117.81311
31866,92887,yorba linda,ca,33.883223,-117.73856
31867,95410,albion,ca,39.216157,-123.71376000000001
31868,95511,alderpoint,ca,40.17626,-123.6117
31869,95412,annapolis,ca,38.717819,-123.32757
31870,95518,arcata,ca,40.86652,-124.08284
31871,95519,mckinleyville,ca,40.94652,-124.10062
31872,95521,arcata,ca,40.86652,-124.08284
31875,95524,bayside,ca,40.822884,-124.06711000000001
31876,94002,belmont,ca,37.516687,-122.29026
31877,94920,belvedere tiburon,ca,37.892476,-122.47541000000001
31881,95514,blocksburg,ca,40.2987,-123.6576
31882,95525,blue lake,ca,40.907437,-123.88348
31883,94922,bodega,ca,38.34519,-122.97389
31884,94923,bodega bay,ca,38.347701,-123.05868999999998
31885,94924,bolinas,ca,37.907675,-122.70201000000002
31886,95415,boonville,ca,39.026811,-123.38621
31887,95416,boyes hot springs,ca,38.3138,-122.48193
31889,95526,bridgeville,ca,40.413385999999996,-123.53267
31892,94005,brisbane,ca,37.68077,-122.39997
31893,94010,burlingame,ca,37.5671,-122.3676
31895,94011,burlingame,ca,37.381144,-122.334825
31896,95527,burnt ranch,ca,40.80903,-123.47421
31897,95419,camp meeker,ca,38.42519,-122.95944
31898,95528,carlotta,ca,40.489925,-123.97131999999999
31899,95421,cazadero,ca,38.562843,-123.16785
31900,95422,clearlake,ca,38.95823,-122.62637
31901,95423,clearlake oaks,ca,39.02628,-122.67193
31903,95424,clearlake park,ca,38.96656,-122.6511
31905,95425,cloverdale,ca,38.795668,-122.99700000000001
31906,95426,cobb,ca,38.82213,-122.72305
31907,95427,comptche,ca,39.2649,-123.59112
31908,94925,corte madera,ca,37.924242,-122.516
31909,94976,corte madera,ca,38.068036,-122.74098799999999
31910,94926,cotati,ca,38.463088,-122.989975
31912,94927,rohnert park,ca,38.463088,-122.989975
31914,94928,rohnert park,ca,38.33964,-122.7011
31916,94931,cotati,ca,38.32686,-122.70721
31917,95428,covelo,ca,39.79293,-123.24807
31918,95531,crescent city,ca,41.782681,-124.16703000000001
31919,95532,crescent city,ca,41.75595,-124.20175
31920,95538,fort dick,ca,41.8382,-124.166
31922,94014,daly city,ca,37.6875,-122.4388
31924,94015,daly city,ca,37.682583,-122.48208999999999
31926,94016,daly city,ca,37.381144,-122.334825
31927,94017,daly city,ca,37.381144,-122.334825
31928,94929,dillon beach,ca,38.25075,-122.96528
31929,95430,duncans mills,ca,38.4538,-123.055
31930,95431,eldridge,ca,38.3488,-122.51082
31931,94018,el granada,ca,37.50272,-122.46942
31932,95432,elk,ca,39.103896999999996,-123.64617
31933,95433,el verano,ca,38.29769,-122.49165
31934,95501,eureka,ca,40.80207,-124.16367
31935,95502,eureka,ca,40.814595000000004,-124.08051999999999
31936,95503,eureka,ca,40.757090999999996,-124.1513
31937,95534,cutten,ca,40.7965,-124.1737
31939,94930,fairfax,ca,37.98715,-122.58887
31940,94978,fairfax,ca,38.068036,-122.74098799999999
31941,95536,ferndale,ca,40.57624,-124.26394
31942,95537,fields landing,ca,40.72457,-124.21506
31944,95435,finley,ca,39.00434,-122.87555
31945,94933,forest knolls,ca,38.0152,-122.6886
31946,95436,forestville,ca,38.495857,-122.90636
31947,95420,caspar,ca,39.3635,-123.81585
31948,95437,fort bragg,ca,39.43695,-123.76087
31949,95488,westport,ca,39.727052,-123.79238000000001
31950,95540,fortuna,ca,40.583488,-124.14367
31951,95439,fulton,ca,38.4963,-122.76999
31952,95542,garberville,ca,40.10014,-123.79503
31953,95543,gasquet,ca,41.888557,-123.80078999999999
31954,95441,geyserville,ca,38.70769,-122.9025
31955,95442,glen ellen,ca,38.36408,-122.52415
31956,95443,glenhaven,ca,39.02628,-122.73304
31957,95444,graton,ca,38.4363,-122.86972
31958,95445,gualala,ca,38.813417,-123.55762
31959,95497,the sea ranch,ca,38.725628,-123.47625
31960,95446,guerneville,ca,38.50186,-122.99611
31961,95471,rio nido,ca,38.52102,-122.97694
31962,94019,half moon bay,ca,37.475840000000005,-122.44323
31963,95448,healdsburg,ca,38.61047,-122.86916
31964,95545,honeydew,ca,40.24431,-124.12282
31965,95546,hoopa,ca,41.161505,-123.72443999999999
31966,95449,hopland,ca,38.955141999999995,-123.08125
31967,95547,hydesville,ca,40.546202,-124.08412
31968,94937,inverness,ca,38.099205,-122.87751000000002
31969,95450,jenner,ca,38.4987,-123.1974
31970,95451,kelseyville,ca,38.939725,-122.78548
31971,95452,kenwood,ca,38.4138,-122.54609
31972,95548,klamath,ca,41.52651,-124.03841
31973,95549,kneeland,ca,40.691578,-123.87189
31974,95550,korbel,ca,40.766645000000004,-123.83488
31975,94938,lagunitas,ca,38.01131,-122.70221
31976,94020,la honda,ca,37.2726,-122.2495
31977,95453,lakeport,ca,39.047,-122.9328
31978,94939,larkspur,ca,37.93409,-122.53525
31979,94977,larkspur,ca,38.068036,-122.74098799999999
31980,95417,branscomb,ca,39.65349,-123.62557
31982,95454,laytonville,ca,39.68821,-123.48279
31983,95585,leggett,ca,39.86571,-123.71419
31984,95456,littleriver,ca,39.268774,-123.75568
31986,95551,loleta,ca,40.659753,-124.22153
31987,94021,loma mar,ca,37.271753000000004,-122.27672
31988,94022,los altos,ca,37.377140000000004,-122.12411999999999
31990,94023,los altos,ca,37.189396,-121.705327
31991,94024,los altos,ca,37.353741,-122.08717
31993,95457,lower lake,ca,38.91045,-122.61026
31994,95458,lucerne,ca,39.09017,-122.79638
31995,95552,mad river,ca,40.390478,-123.41309
31996,95459,manchester,ca,38.996389,-123.66468
31997,94940,marshall,ca,38.180029,-122.88356999999999
31998,95460,mendocino,ca,39.30767,-123.79946
31999,94025,menlo park,ca,37.45383,-122.18219
32002,94026,menlo park,ca,37.381144,-122.334825
32003,94027,atherton,ca,37.46133,-122.19774
32005,94028,portola valley,ca,37.374421000000005,-122.213
32008,95461,middletown,ca,38.791139,-122.61068999999999
32010,95467,hidden valley lake,ca,38.8,-122.55
32012,94030,millbrae,ca,37.600735,-122.40135
32013,94941,mill valley,ca,37.90604,-122.54498
32014,94942,mill valley,ca,38.068036,-122.74098799999999
32015,95553,miranda,ca,40.210793,-123.86447
32016,94037,montara,ca,37.54216,-122.51609
32017,95462,monte rio,ca,38.46547,-123.00889
32020,94038,moss beach,ca,37.52744,-122.51331
32021,94035,mountain view,ca,37.189396,-121.705327
32023,94039,mountain view,ca,37.189396,-121.705327
32024,94040,mountain view,ca,37.38605,-122.08385
32025,94041,mountain view,ca,37.38605,-122.08385
32026,94042,mountain view,ca,37.189396,-121.705327
32027,94043,mountain view,ca,37.40679,-122.07461
32028,95554,myers flat,ca,40.2959,-123.77901999999999
32029,94946,nicasio,ca,38.06159,-122.6986
32030,95464,nice,ca,39.12323,-122.84833
32031,94945,novato,ca,38.117065000000004,-122.56316000000001
32032,94947,novato,ca,38.098221,-122.59808999999998
32033,94948,novato,ca,38.148858000000004,-122.573745
32034,94949,novato,ca,38.06317,-122.54111
32035,94998,novato,ca,38.117269,-122.56844199999999
32036,95465,occidental,ca,38.409993,-122.98347
32037,94950,olema,ca,38.054433,-122.77762
32038,95555,orick,ca,41.28679,-124.05979
32039,95556,orleans,ca,41.30152,-123.54117
32040,95568,somes bar,ca,41.455226,-123.47671000000001
32041,94044,pacifica,ca,37.61383,-122.48692
32042,94301,palo alto,ca,37.44188,-122.14302
32043,94302,palo alto,ca,37.189396,-121.705327
32044,94303,palo alto,ca,37.44188,-122.14302
32047,94304,palo alto,ca,37.397822999999995,-122.16605
32048,94305,stanford,ca,37.42411,-122.16608
32050,94306,palo alto,ca,37.419389,-122.13273000000001
32051,94309,palo alto,ca,37.189396,-121.705327
32053,94951,penngrove,ca,38.3153,-122.6483
32054,94060,pescadero,ca,37.203092,-122.33718
32055,94952,petaluma,ca,38.243734,-122.69345
32056,94953,petaluma,ca,38.463088,-122.989975
32057,94954,petaluma,ca,38.243299,-122.6069
32058,94955,petaluma,ca,38.463088,-122.989975
32059,94975,petaluma,ca,38.463088,-122.989975
32060,94999,petaluma,ca,38.267466,-122.658097
32061,95558,petrolia,ca,40.272963,-124.21493999999998
32062,95559,phillipsville,ca,40.196115999999996,-123.77315
32063,95463,navarro,ca,39.173321,-123.55081000000001
32064,95466,philo,ca,39.089273,-123.50186000000001
32065,95587,piercy,ca,39.9465,-123.7552
32066,95468,point arena,ca,38.9152,-123.6
32067,94956,point reyes station,ca,38.0579,-122.8534
32069,95469,potter valley,ca,39.383027,-123.07856000000001
32070,95569,redcrest,ca,40.35983,-123.87105
32071,95560,redway,ca,40.131417,-123.85855
32072,94061,redwood city,ca,37.463910999999996,-122.23396000000001
32074,94062,redwood city,ca,37.4245,-122.296
32078,94063,redwood city,ca,37.483503999999996,-122.2144
32079,94064,redwood city,ca,37.381144,-122.334825
32080,94065,redwood city,ca,37.533538,-122.24602
32081,95470,redwood valley,ca,39.285782,-123.22063999999999
32083,95562,rio dell,ca,40.4993,-124.10644
32084,94957,ross,ca,38.022321999999996,-122.56168899999999
32085,95563,salyer,ca,40.89013,-123.58449
32086,95564,samoa,ca,40.793479999999995,-124.19928999999999
32087,94960,san anselmo,ca,37.97465,-122.56164
32088,94979,san anselmo,ca,38.068036,-122.74098799999999
32089,94066,san bruno,ca,37.625908,-122.42363
32090,94070,san carlos,ca,37.499175,-122.26655
32091,94102,san francisco,ca,37.77493,-122.41942
32092,94103,san francisco,ca,37.77493,-122.41942
32093,94104,san francisco,ca,37.791728000000006,-122.4019
32094,94105,san francisco,ca,37.789228,-122.3957
32095,94107,san francisco,ca,37.766529,-122.39577
32096,94108,san francisco,ca,37.792678,-122.40793000000001
32097,94109,san francisco,ca,37.7917,-122.4186
32098,94110,san francisco,ca,37.74873,-122.41545
32099,94111,san francisco,ca,37.798228,-122.40026999999999
32100,94112,san francisco,ca,37.7195,-122.4411
32101,94114,san francisco,ca,37.758434,-122.43512
32102,94115,san francisco,ca,37.786128999999995,-122.43736000000001
32103,94116,san francisco,ca,37.743381,-122.48578
32104,94117,san francisco,ca,37.770936999999996,-122.44276
32105,94118,san francisco,ca,37.782029,-122.46158
32106,94119,san francisco,ca,37.77493,-122.41942
32107,94120,san francisco,ca,37.77493,-122.41942
32108,94121,san francisco,ca,37.778729,-122.49265
32109,94122,san francisco,ca,37.758379999999995,-122.48478
32110,94123,san francisco,ca,37.7999,-122.4342
32111,94124,san francisco,ca,37.732797,-122.39348000000001
32112,94125,san francisco,ca,37.77493,-122.41942
32113,94126,san francisco,ca,37.77493,-122.41942
32114,94127,san francisco,ca,37.734964,-122.4597
32115,94128,san francisco,ca,37.621964,-122.39533999999999
32116,94129,san francisco,ca,37.79984,-122.46167
32117,94130,san francisco,ca,37.819423,-122.36966000000001
32118,94131,san francisco,ca,37.741797,-122.4378
32119,94132,san francisco,ca,37.7211,-122.4754
32120,94133,san francisco,ca,37.8002,-122.4091
32121,94134,san francisco,ca,37.719581,-122.41085
32122,94137,san francisco,ca,37.77493,-122.41942
32123,94139,san francisco,ca,37.77493,-122.41942
32124,94140,san francisco,ca,37.77493,-122.41942
32125,94141,san francisco,ca,37.77493,-122.41942
32126,94142,san francisco,ca,37.77493,-122.41942
32127,94143,san francisco,ca,37.76313,-122.458582
32128,94144,san francisco,ca,37.77493,-122.41942
32129,94145,san francisco,ca,37.77493,-122.41942
32130,94146,san francisco,ca,37.77493,-122.41942
32131,94147,san francisco,ca,37.77493,-122.41942
32132,94151,san francisco,ca,37.77493,-122.41942
32133,94153,san francisco,ca,37.77493,-122.41942
32134,94154,san francisco,ca,37.77493,-122.41942
32135,94156,san francisco,ca,37.77493,-122.41942
32136,94158,san francisco,ca,37.76,-122.39
32137,94159,san francisco,ca,37.77493,-122.41942
32138,94160,san francisco,ca,37.77493,-122.41942
32139,94161,san francisco,ca,37.77493,-122.41942
32140,94162,san francisco,ca,37.77493,-122.41942
32141,94163,san francisco,ca,37.77493,-122.41942
32142,94164,san francisco,ca,37.77493,-122.41942
32143,94171,san francisco,ca,37.77493,-122.41942
32144,94172,san francisco,ca,37.77493,-122.41942
32145,94177,san francisco,ca,37.77493,-122.41942
32146,94188,san francisco,ca,37.77493,-122.41942
32147,94963,san geronimo,ca,38.01326,-122.66387
32148,94074,san gregorio,ca,37.317278,-122.36526
32149,94401,san mateo,ca,37.56299,-122.32553
32150,94402,san mateo,ca,37.551586,-122.32773
32151,94403,san mateo,ca,37.5395,-122.2998
32152,94404,san mateo,ca,37.554334999999995,-122.27032
32154,94497,san mateo,ca,37.534735999999995,-122.32588
32155,94964,san quentin,ca,37.94131,-122.48497
32156,94974,san quentin,ca,38.068036,-122.74098799999999
32157,94901,san rafael,ca,37.972423,-122.51483999999999
32159,94903,san rafael,ca,38.019022,-122.54588999999999
32160,94904,greenbrae,ca,37.950069,-122.54283999999998
32162,94912,san rafael,ca,38.068036,-122.74098799999999
32163,94913,san rafael,ca,38.068036,-122.74098799999999
32164,94914,kentfield,ca,38.068036,-122.74098799999999
32165,94915,san rafael,ca,38.07392,-122.55944
32166,95401,santa rosa,ca,38.440111,-122.74563
32167,95402,santa rosa,ca,38.44047,-122.71443
32168,95403,santa rosa,ca,38.480494,-122.74976000000001
32170,95404,santa rosa,ca,38.457611,-122.69317
32171,95405,santa rosa,ca,38.438161,-122.67419
32172,95406,santa rosa,ca,38.44047,-122.71443
32173,95407,santa rosa,ca,38.404990999999995,-122.7275
32174,95409,santa rosa,ca,38.460594,-122.6422
32176,94965,sausalito,ca,37.855527,-122.49949
32178,94966,sausalito,ca,38.068036,-122.74098799999999
32179,95565,scotia,ca,40.459978,-124.06058999999999
32180,95472,sebastopol,ca,38.393314000000004,-122.83666000000001
32182,95473,sebastopol,ca,38.40214,-122.82388
32183,95567,smith river,ca,41.949739,-124.15098
32184,95476,sonoma,ca,38.277147,-122.47058
32185,94080,south san francisco,ca,37.652857,-122.4301
32187,94083,south san francisco,ca,37.381144,-122.334825
32189,95480,stewarts point,ca,38.65186,-123.39918
32191,94970,stinson beach,ca,37.90048,-122.64443
32192,94085,sunnyvale,ca,37.388940000000005,-122.01795600000001
32193,94086,sunnyvale,ca,37.378341,-122.02398000000001
32194,94087,sunnyvale,ca,37.350091,-122.03602
32195,94088,sunnyvale,ca,37.189396,-121.705327
32197,94089,sunnyvale,ca,37.406289,-122.00838
32198,95481,talmage,ca,39.13323,-123.16778
32199,94971,tomales,ca,38.24631,-122.90555
32200,95570,trinidad,ca,41.081726,-124.13112
32201,95418,calpella,ca,39.2335,-123.20389
32203,95482,ukiah,ca,39.15017,-123.20778
32204,95485,upper lake,ca,39.16461,-122.91055
32205,95493,witter springs,ca,39.19607,-122.96649
32208,94972,valley ford,ca,38.31837,-122.92496
32209,95486,villa grande,ca,38.47297,-123.02556
32210,95487,vineburg,ca,38.27242,-122.43859
32211,95571,weott,ca,40.32181,-123.92171
32212,95589,whitethorn,ca,40.033316,-124.02378999999999
32213,95429,dos rios,ca,39.71682,-123.35335
32214,95490,willits,ca,39.451662,-123.37285
32215,95573,willow creek,ca,40.945039,-123.65806
32216,95492,windsor,ca,38.54713,-122.81638
32217,94973,woodacre,ca,38.0127,-122.64526
32218,95494,yorkville,ca,38.916201,-123.26508999999999
32219,95595,zenia,ca,40.20542,-123.49197
32220,94501,alameda,ca,37.7706,-122.2648
32221,94502,alameda,ca,37.734379,-122.23952
32222,94507,alamo,ca,37.8502,-122.03218
32223,95002,alviso,ca,37.42605,-121.97524
32224,94508,angwin,ca,38.57574,-122.44998
32225,94576,deer park,ca,38.553087,-122.47725
32227,94509,antioch,ca,37.9939,-121.8089
32228,94531,antioch,ca,37.9658,-121.7758
32229,95001,aptos,ca,36.97717,-121.8994
32230,95003,aptos,ca,36.97717,-121.8994
32231,95004,aromas,ca,36.8769,-121.6324
32232,94510,benicia,ca,38.071769,-122.15517
32233,95005,ben lomond,ca,37.08911,-122.08635
32234,94701,berkeley,ca,37.860576,-122.29673000000001
32235,94702,berkeley,ca,37.865026,-122.2859
32236,94703,berkeley,ca,37.862526,-122.27582
32237,94704,berkeley,ca,37.868575,-122.25855
32238,94705,berkeley,ca,37.856926,-122.25084
32239,94706,albany,ca,37.88687,-122.29775
32242,94707,berkeley,ca,37.894625,-122.27917
32245,94708,berkeley,ca,37.894625,-122.26371999999999
32247,94709,berkeley,ca,37.879625,-122.2668
32248,94710,berkeley,ca,37.869976,-122.2981
32250,94712,berkeley,ca,37.680181,-121.921498
32251,94720,berkeley,ca,37.866825,-122.25358200000001
32253,94511,bethel island,ca,38.01492,-121.64051
32254,93920,big sur,ca,36.133401,-121.63798
32255,94512,birds landing,ca,38.159894,-121.84195
32256,95006,boulder creek,ca,37.151813,-122.13678999999999
32257,94513,brentwood,ca,37.932123,-121.70381
32258,95007,brookdale,ca,37.10634,-122.10608
32259,94505,discovery bay,ca,37.86,-121.64
32261,94514,byron,ca,37.847704,-121.60812
32263,94515,calistoga,ca,38.5788,-122.57971
32264,95008,campbell,ca,37.278843,-121.95446000000001
32265,95009,campbell,ca,37.28717,-121.94996
32266,95011,campbell,ca,37.28717,-121.94996
32267,94516,canyon,ca,37.8339,-122.165
32268,95010,capitola,ca,36.97523,-121.95329
32269,93921,carmel,ca,36.55524,-121.92329
32272,93922,carmel,ca,36.543261,-121.92631499999999
32273,93923,carmel,ca,36.55524,-121.92329
32274,93924,carmel valley,ca,36.47968,-121.73245
32275,95012,castroville,ca,36.76579,-121.758
32276,93925,chualar,ca,36.581329,-121.46597
32277,94517,clayton,ca,37.923522999999996,-121.91171999999999
32278,94518,concord,ca,37.954122,-122.02506000000001
32279,94519,concord,ca,37.984271,-122.01437
32280,94520,concord,ca,37.986321000000004,-122.03988000000001
32281,94521,concord,ca,37.957772,-121.97708999999999
32282,94522,concord,ca,37.777208,-121.955399
32283,94523,pleasant hill,ca,37.951671999999995,-122.07316999999999
32285,94524,concord,ca,37.777208,-121.955399
32286,94527,concord,ca,37.953542,-121.957778
32287,94529,concord,ca,37.777208,-121.955399
32288,94525,crockett,ca,38.05242,-122.21302
32289,95014,cupertino,ca,37.317909,-122.04778999999999
32292,95015,cupertino,ca,37.323,-122.0527
32293,94506,danville,ca,37.804064000000004,-121.91202
32295,94526,danville,ca,37.814,-121.96600000000001
32296,95017,davenport,ca,37.085986,-122.22638
32297,94528,diablo,ca,37.83493,-121.95801
32298,94530,el cerrito,ca,37.91576,-122.31164
32299,94533,fairfield,ca,38.269582,-122.03701000000001
32300,94534,fairfield,ca,38.2423,-122.1314
32302,94535,travis afb,ca,38.26845,-121.93373
32304,95018,felton,ca,37.057708,-122.05967
32305,95019,freedom,ca,36.9394,-121.78113
32306,94536,fremont,ca,37.562218,-121.99433
32307,94537,fremont,ca,37.680181,-121.921498
32308,94538,fremont,ca,37.527237,-121.9679
32309,94539,fremont,ca,37.515014,-121.92916000000001
32310,94555,fremont,ca,37.571581,-122.0509
32311,95020,gilroy,ca,37.016943,-121.56581000000001
32312,95021,gilroy,ca,37.00578,-121.56828
32313,93926,gonzales,ca,36.50663,-121.44438
32314,93927,greenfield,ca,36.3208,-121.24381
32315,94540,hayward,ca,37.680181,-121.921498
32316,94541,hayward,ca,37.66882,-122.0808
32317,94542,hayward,ca,37.657381,-122.05076000000001
32318,94543,hayward,ca,37.680181,-121.921498
32319,94544,hayward,ca,37.633732,-122.06101000000001
32320,94545,hayward,ca,37.635582,-122.10418
32321,94546,castro valley,ca,37.702063,-122.07933999999999
32323,94552,castro valley,ca,37.69768,-122.02503
32325,94557,hayward,ca,37.680181,-121.921498
32327,95023,hollister,ca,36.85245,-121.4016
32328,95024,hollister,ca,36.85245,-121.4016
32329,93928,jolon,ca,36.015388,-121.24838999999999
32332,93930,king city,ca,36.21274,-121.12603
32333,94548,knightsen,ca,37.96881,-121.66801
32334,94549,lafayette,ca,37.8961,-122.1119
32335,94550,livermore,ca,37.68187,-121.76801
32336,94551,livermore,ca,37.7526,-121.77
32337,93932,lockwood,ca,35.987276,-121.04788
32338,95030,los gatos,ca,37.22661,-121.97468
32340,95031,los gatos,ca,37.1574,-121.9676
32341,95032,los gatos,ca,37.241193,-121.9534
32342,95033,los gatos,ca,37.160012,-121.9881
32343,93933,marina,ca,36.6844,-121.80217
32344,94553,martinez,ca,37.9864,-122.135
32347,95035,milpitas,ca,37.436451,-121.89438
32348,95036,milpitas,ca,37.42827,-121.90662
32349,93940,monterey,ca,36.60024,-121.89468
32351,93942,monterey,ca,36.35433,-121.132928
32352,93943,monterey,ca,36.60024,-121.89468
32353,93944,monterey,ca,36.606225,-121.908915
32356,94556,moraga,ca,37.83493,-122.12969
32357,94570,moraga,ca,37.777208,-121.955399
32358,94575,moraga,ca,37.777208,-121.955399
32359,95037,morgan hill,ca,37.1305,-121.65439
32360,95038,morgan hill,ca,37.1305,-121.65439
32361,95039,moss landing,ca,36.812905,-121.78298999999998
32362,95041,mount hermon,ca,37.05106,-122.05857
32363,94558,napa,ca,38.29714,-122.28553
32365,94559,napa,ca,38.29714,-122.28553
32366,94581,napa,ca,38.509569,-122.3539
32367,95042,new almaden,ca,37.17606,-121.82079
32368,94560,newark,ca,37.52966,-122.04024
32369,94601,oakland,ca,37.776835,-122.21791999999999
32370,94602,oakland,ca,37.8011,-122.2104
32372,94603,oakland,ca,37.738378999999995,-122.17331999999999
32373,94604,oakland,ca,37.680181,-121.921498
32374,94605,oakland,ca,37.763028000000006,-122.16305
32375,94606,oakland,ca,37.793177,-122.24351999999999
32376,94607,oakland,ca,37.806427,-122.28898000000001
32377,94608,emeryville,ca,37.83132,-122.28525
32379,94609,oakland,ca,37.834926,-122.264
32380,94610,oakland,ca,37.812377000000005,-122.24198999999999
32382,94611,oakland,ca,37.827126,-122.22288999999999
32384,94612,oakland,ca,37.80437,-122.2708
32385,94613,oakland,ca,37.781098,-122.186573
32386,94614,oakland,ca,37.727739,-122.204573
32387,94615,oakland,ca,37.806677,-122.30038
32388,94617,oakland,ca,37.80437,-122.2708
32389,94618,oakland,ca,37.843726000000004,-122.24368999999999
32391,94619,oakland,ca,37.790027,-122.18615
32392,94620,piedmont,ca,37.680181,-121.921498
32394,94621,oakland,ca,37.753978000000004,-122.18968999999998
32395,94622,oakland,ca,37.74,-122.19
32396,94623,oakland,ca,37.680181,-121.921498
32397,94624,oakland,ca,37.680181,-121.921498
32398,94649,oakland,ca,37.680181,-121.921498
32399,94659,oakland,ca,37.680181,-121.921498
32400,94660,oakland,ca,37.680181,-121.921498
32401,94661,oakland,ca,37.680181,-121.921498
32402,94662,emeryville,ca,37.680181,-121.921498
32404,94666,oakland,ca,37.680181,-121.921498
32405,94561,oakley,ca,37.99742,-121.71245
32406,94562,oakville,ca,38.43685,-122.4022
32407,94563,orinda,ca,37.87715,-122.17969
32408,93950,pacific grove,ca,36.61774,-121.91662
32409,95043,paicines,ca,36.504585999999996,-121.01515
32410,93953,pebble beach,ca,36.59081,-121.9461
32411,94564,pinole,ca,38.00437,-122.29886
32412,94565,pittsburg,ca,38.017917,-121.90502
32414,94566,pleasanton,ca,37.66243,-121.87468
32415,94568,dublin,ca,37.714179,-121.92567
32417,94588,pleasanton,ca,37.68973,-121.89244
32418,94567,pope valley,ca,38.6493,-122.4453
32419,94569,port costa,ca,38.04631,-122.1833
32420,95026,holy city,ca,37.15689,-121.97885
32421,95044,redwood estates,ca,37.15633,-121.98663
32423,94801,richmond,ca,37.941424,-122.36628
32428,94802,richmond,ca,37.777208,-121.955399
32429,94803,el sobrante,ca,37.97715,-122.29525
32432,94804,richmond,ca,37.926509,-122.3408
32433,94805,richmond,ca,37.941824,-122.32553
32434,94806,san pablo,ca,37.972623,-122.33873
32437,94807,richmond,ca,37.777208,-121.955399
32438,94808,richmond,ca,37.777208,-121.955399
32439,94820,el sobrante,ca,37.777208,-121.955399
32441,94850,richmond,ca,37.777208,-121.955399
32442,94571,rio vista,ca,38.15575,-121.69134
32443,94547,hercules,ca,38.005122,-122.25783999999999
32445,94572,rodeo,ca,38.03298,-122.26691
32446,94573,rutherford,ca,38.466508000000005,-122.414189
32447,94574,saint helena,ca,38.511241,-122.45695
32448,93901,salinas,ca,36.665879,-121.65496999999999
32449,93902,salinas,ca,36.35433,-121.132928
32450,93905,salinas,ca,36.681160999999996,-121.61538
32451,93906,salinas,ca,36.709717,-121.63996999999999
32452,93907,salinas,ca,36.754058,-121.66471999999999
32454,93908,salinas,ca,36.619954,-121.65145
32457,93912,salinas,ca,36.35433,-121.132928
32458,93915,salinas,ca,36.35433,-121.132928
